Target Company Name;Full Name;P_ID;Primary SIC Code;Dimensions;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
DOLLAR GENERAL CORP;David L. Bere;4016David L. Bere;5311;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;2;1;1;1;3;1;3;1;1;1;1;3;1;1;3;2;2;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOLLAR GENERAL CORP;David L. Bere;4016David L. Bere;5311;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOLLAR GENERAL CORP;Richard W. Dreiling;4016Richard W. Dreiling;5311;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOLLAR GENERAL CORP;Richard W. Dreiling;4016Richard W. Dreiling;5311;Name Of Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Safeway, Inc.,5411;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc.,;Safeway, Inc., ;Safeway, Inc., ;Safeway, Inc., ;Longs Drug Stores Corp.,;Longs Drug Stores Corp.,;Duane Reade Holdings, Inc.,;Duane Reade Holdings, Inc.,;Duane Reade Holdings, Inc.,5912;Dollar General Corp.,;Dollar General Corp.,;Dollar General Corp.,;Dollar General Corp.,;Dollar General Corp.,;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOLLAR GENERAL CORP;Richard W. Dreiling;4016Richard W. Dreiling;5311;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;K;K;K;J;J;K;K;K;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOLLAR GENERAL CORP;Richard W. Dreiling;4016Richard W. Dreiling;5311;Designation Detail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;various mgmt. positions;pres.,;pres.,;exec. v.p. mfg. & distbn.,;exec. v.p. mfg. & distbn.,;exec. v.p. mfg. & distbn.,;exec. v.p. mfg. & distbn.,;chief ops. officer, exec. v.p.,;COO;pres., CEO;chmn.,pres., CEO;chmn., CEO;chmn., CEO;chmn., CEO;chmn., CEO;chmn., CEO;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOLLAR GENERAL CORP;Richard W. Dreiling;4016Richard W. Dreiling;5311;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;2;1;2;1;1;3;1;3;1;2;3;1;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOLLAR GENERAL CORP;Richard W. Dreiling;4016Richard W. Dreiling;5311;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;4;4;4;4;4;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOLLAR TREE INC;Bob Sasser;31587Bob Sasser;5399;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z
DOLLAR TREE INC;Bob Sasser;31587Bob Sasser;5399;Name Of Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Michaels Stores, Inc.;Michaels Stores, Inc.;Michaels Stores, Inc.;Merchandise and Marketing of Roses Stores, Inc.;Merchandise and Marketing of Roses Stores, Inc.;Dollar Tree Stores;Dollar Tree Stores;Dollar Tree Stores;Dollar Tree Stores;Dollar Tree Stores;Dollar Tree Stores;Dollar Tree Stores;Dollar Tree Stores;Dollar Tree Stores;Dollar Tree Stores;Dollar Tree Stores;Dollar Tree Stores;Dollar Tree Stores;Dollar Tree Stores;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOLLAR TREE INC;Bob Sasser;31587Bob Sasser;5399;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;K;K;K;J;J;A;A;A;A;A;L;L;L;L;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOLLAR TREE INC;Bob Sasser;31587Bob Sasser;5399;Designation Detail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Vice President and General Merchandise Manager;Vice President and General Merchandise Manager;Vice President and General Merchandise Manager;Senior Vice President and MKTG;Senior Vice President and MKTG;COO;COO;COO;COO;COO;Chief Executive Officer;Chief Executive Officer;Chief Executive Officer;Chief Executive Officer;Chief Executive Officer;Chief Executive Officer;Chief Executive Officer;Chief Executive Officer;Chief Executive Officer;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOLLAR TREE INC;Bob Sasser;31587Bob Sasser;5399;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;3;1;3;1;1;1;1;2;1;1;1;1;1;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOLLAR TREE INC;Bob Sasser;31587Bob Sasser;5399;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;4;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOMINION RESOURCES INC;Thomas F. Farrell, II;4029Thomas F. Farrell, II;4911;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;C;C;C;C;C;C;C;C;C;C;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOMINION RESOURCES INC;Thomas F. Farrell, II;4029Thomas F. Farrell, II;4911;Name Of Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Beatle & Booth-7359;Beatle & Booth;Beatle & Booth;Beatle & Booth;Beatle & Booth;Beatle & Booth;Beatle & Booth;Beatle & Booth;Beatle & Booth;Beatle & Booth;Beatle & Booth;Beatle & Booth;Beatle & Booth;Beatle & Booth;Dominion Resources, Inc.,;Dominion Resources, Inc.,;Dominion Resources, Inc.,;Dominion Resources, Inc.,;Dominion Resources, Inc.,;Dominion Resources, Inc.,;Dominion Resources, Inc.,;Dominion Resources, Inc.,;Dominion Resources, Inc.,;Dominion Resources, Inc.,;Dominion Resources, Inc.,;Dominion Resources, Inc.,;Dominion Resources, Inc.,;Dominion Resources, Inc.,;Dominion Resources, Inc.,;Dominion Resources, Inc.,;Dominion Resources, Inc.,;Dominion Resources, Inc.,;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOMINION RESOURCES INC;Thomas F. Farrell, II;4029Thomas F. Farrell, II;4911;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;D;D;D;D;D;D;D;D;D;D;D;D;D;D;G;G;I;I;D;D;D;D;D;J;J;L;L;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOMINION RESOURCES INC;Thomas F. Farrell, II;4029Thomas F. Farrell, II;4911;Designation Detail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;v.p., gen. counsel;v.p., gen. counsel;sr. v.p. corp. Affairs, counsel;sr. v.p. corp. Affairs, counsel;exec. v.p.;exec. v.p.;exec. v.p.;exec. v.p.;exec. v.p.;pres., COO;pres., COO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOMINION RESOURCES INC;Thomas F. Farrell, II;4029Thomas F. Farrell, II;4911;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;2;1;2;1;1;1;1;2;1;2;2;1;1;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOMINION RESOURCES INC;Thomas F. Farrell, II;4029Thomas F. Farrell, II;4911;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;2;2;2;4;4;4;4;4;Z;Z;Z;Z;Z;Z;Z;Z;Z
DONNELLEY (R R) & SONS CO;Mark Alan Angelson;4040Mark Alan Angelson;2759;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;A;A;A;C;C;C;C;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DONNELLEY (R R) & SONS CO;Mark Alan Angelson;4040Mark Alan Angelson;2759;Name Of Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Sullivan & Cromwell LLP-8111;Sullivan & Cromwell LLP;Sullivan & Cromwell LLP;Sullivan & Cromwell LLP;Sullivan & Cromwell LLP;Sullivan & Cromwell LLP;Sullivan & Cromwell LLP;Sidley & Austin LLP-738901;Sidley & Austin LLP;Sidley & Austin LLP;Sidley & Austin LLP;Sidley & Austin LLP;Sidley & Austin LLP;Sidley & Austin LLP;Sidley & Austin LLP;Sidley & Austin LLP;Sidley & Austin LLP;Sidley & Austin LLP;Sidley & Austin LLP;Sidley & Austin LLP;Sidley & Austin LLP;Big Flower Holdings-6719;Big Flower Holdings;Big Flower Holdings;Big Flower Holdings;Big Flower Holdings;Big Flower Holdings;Moore Wallace Inc.-511207;Moore Wallace Inc.;R.R. Donnelley & Sons Co. (merger with Moore Wallace Inc.);R.R. Donnelley & Sons Co. (merger with Moore Wallace Inc.);R.R. Donnelley & Sons Co. (merger with Moore Wallace Inc.);MidOcean Partners LLC;MidOcean Partners LLC;World Color Press;World Color Press;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DONNELLEY (R R) & SONS CO;Mark Alan Angelson;4040Mark Alan Angelson;2759;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;G;G;G;G;G;G;G;J;J;J;J;J;J;J;J;J;J;J;J;J;J;K;K;K;K;K;K;L;L;L;L;L;D;D;K;K;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DONNELLEY (R R) & SONS CO;Mark Alan Angelson;4040Mark Alan Angelson;2759;Designation Detail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;assoc.;assoc.;assoc.;assoc.;assoc.;assoc.;assoc.;co-chair Intern. Ops. & resident mng. ptnr.;co-chair Intern. Ops. & resident mng. ptnr.;co-chair Intern. Ops. & resident mng. ptnr.;co-chair Intern. Ops. & resident mng. ptnr.;co-chair Intern. Ops. & resident mng. ptnr.;co-chair Intern. Ops. & resident mng. ptnr.;co-chair Intern. Ops. & resident mng. ptnr.;co-chair Intern. Ops. & resident mng. ptnr.;co-chair Intern. Ops. & resident mng. ptnr.;co-chair Intern. Ops. & resident mng. ptnr.;co-chair Intern. Ops. & resident mng. ptnr.;co-chair Intern. Ops. & resident mng. ptnr.;co-chair Intern. Ops. & resident mng. ptnr.;co-chair Intern. Ops. & resident mng. ptnr.;various positions to exec. dep. chmn.;various positions to exec. dep. chmn.;various positions to exec. dep. chmn.;various positions to exec. dep. chmn.;various positions to exec. dep. chmn.;various positions to exec. dep. chmn.;CEO;CEO;CEO;CEO;CEO;chairman;chairman;chairmna, CEO;chairmna, CEO;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DONNELLEY (R R) & SONS CO;Mark Alan Angelson;4040Mark Alan Angelson;2759;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;1;1;3;1;2;1;1;3;1;3;1;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DONNELLEY (R R) & SONS CO;Mark Alan Angelson;4040Mark Alan Angelson;2759;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;3;3;4;4;4;4;4;4;4;4;4;4;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DONNELLEY (R R) & SONS CO;Thomas J. Quinlan, III;4040Thomas J. Quinlan, III;2759;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DONNELLEY (R R) & SONS CO;Thomas J. Quinlan, III;4040Thomas J. Quinlan, III;2759;Name Of Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Moore Wallace Inc.;Moore Wallace Inc.;Moore Wallace Inc.;Moore Wallace Inc.;R.R. Donnelley & Sons Co., Chgo.;R.R. Donnelley & Sons Co., Chgo.;R.R. Donnelley & Sons Co., Chgo.;R.R. Donnelley & Sons Co., Chgo.;R.R. Donnelley & Sons Co., Chgo.;R.R. Donnelley & Sons Co., Chgo.;R.R. Donnelley & Sons Co., Chgo.;R.R. Donnelley & Sons Co., Chgo.;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DONNELLEY (R R) & SONS CO;Thomas J. Quinlan, III;4040Thomas J. Quinlan, III;2759;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;E;A;A;K;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DONNELLEY (R R) & SONS CO;Thomas J. Quinlan, III;4040Thomas J. Quinlan, III;2759;Designation Detail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;exec. v.p., treas.;exec. v.p., treas.;exec. v.p., bus. integration;exec. v.p., bus. integration;exec. v.p. ops.;exec. v.p. ops.;group pres. glob. services, CFO;CEO;exec. v.p. ops.;exec. v.p. ops.;exec. v.p. ops.;exec. v.p. ops.;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DONNELLEY (R R) & SONS CO;Thomas J. Quinlan, III;4040Thomas J. Quinlan, III;2759;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;2;2;1;2;2;1;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DONNELLEY (R R) & SONS CO;Thomas J. Quinlan, III;4040Thomas J. Quinlan, III;2759;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;2;2;2;2;2;2;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOVER CORP;Ronald L. Hoffman;4058Ronald L. Hoffman;3491;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;A;A;A;A;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOVER CORP;Ronald L. Hoffman;4058Ronald L. Hoffman;3491;Name Of Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Allis Chalmers-3511;Allis Chalmers;Vickers-9133;Vickers;Vickers;Vickers;Vickers;Vickers;Vickers;Vickers;Vickers;Vickers;Vickers;Vickers;Vickers;Vickers;Tulsa Winch President;Tulsa Winch President;Tulsa Winch President;Tulsa Winch President;Tulsa Winch President;Tulsa Winch President;Tulsa Winch President;Tulsa Winch President;Tulsa Winch President;Tulsa Winch President;Dover (acquired Tulsa Winch);Dover (acquired Tulsa Winch);Dover (acquired Tulsa Winch);Dover (acquired Tulsa Winch);Dover (acquired Tulsa Winch);Dover (acquired Tulsa Winch);Dover (acquired Tulsa Winch);Dover (acquired Tulsa Winch);Dover (acquired Tulsa Winch);Dover (acquired Tulsa Winch);Dover (acquired Tulsa Winch);Dover (acquired Tulsa Winch);Dover (acquired Tulsa Winch);Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOVER CORP;Ronald L. Hoffman;4058Ronald L. Hoffman;3491;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;D;D;D;D;D;D;D;D;D;D;K;K;K;K;K;K;A;A;A;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOVER CORP;Ronald L. Hoffman;4058Ronald L. Hoffman;3491;Designation Detail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Co-Owner;Co-Owner;Co-Owner;Co-Owner;Co-Owner;Co-Owner;Co-Owner;Co-Owner;Co-Owner;Co-Owner;Z;Z;Z;pres,exec. v.p.;pres,exec. v.p.;pres,exec. v.p.;COO,Pres;COO,Pres;CEO;CEO;CEO;CEO;CEO;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOVER CORP;Ronald L. Hoffman;4058Ronald L. Hoffman;3491;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;2;1;1;1;2;1;1;2;1;1;1;3;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;2;2;1;2;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOVER CORP;Ronald L. Hoffman;4058Ronald L. Hoffman;3491;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;4;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOVER CORP;Robert A. Livingston;4058Robert A. Livingston;3491;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOVER CORP;Robert A. Livingston;4058Robert A. Livingston;3491;Name Of Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Dover Corp;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOVER CORP;Robert A. Livingston;4058Robert A. Livingston;3491;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;D;D;D;K;K;K;K;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z
DOVER CORP;Robert A. Livingston;4058Robert A. Livingston;3491;Designation Detail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,exec. v.p. specialty electronics components;CFO, Dover Technologies,pres.;CFO, Dover Technologies,pres.;CFO, Dover Technologies,pres.;CFO, Dover Technologies,pres., CEO;CFO, Dover Technologies,pres., CEO;CFO, Dover Technologies,pres., CEO;CFO, Dover Technologies,pres., CEO; CEO; CEO; CEO; CEO; CEO;Z;Z;Z;Z;Z;Z;Z;Z;Z
